"Dist Code","Year","State Code","State Name","Dist Name","Crop Name","Area (1000 ha)","Production (1000 tons)","Yield (Kg per ha)"
85,1966,11,"Tamil Nadu","North Arcot / Vellore","Rice",301.0,398.0,1322.26
85,1966,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1967,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1967,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.0,1.0,1000.0
85,1967,11,"Tamil Nadu","North Arcot / Vellore","Rice",279.0,329.0,1179.21
85,1967,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1968,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1968,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.4,0.4,1000.0
85,1968,11,"Tamil Nadu","North Arcot / Vellore","Rice",170.4,208.0,1220.66
85,1968,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1969,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1969,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.3,0.4,1333.33
85,1969,11,"Tamil Nadu","North Arcot / Vellore","Rice",251.2,386.9,1540.21
85,1969,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1970,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1970,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.5,0.6,1200.0
85,1970,11,"Tamil Nadu","North Arcot / Vellore","Rice",294.4,631.0,2143.34
85,1970,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1971,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1971,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.3,0.3,1000.0
85,1971,11,"Tamil Nadu","North Arcot / Vellore","Rice",274.0,565.7,2064.6
85,1971,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1972,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1972,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.5,0.5,1000.0
85,1972,11,"Tamil Nadu","North Arcot / Vellore","Rice",290.4,553.5,1905.99
85,1972,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1973,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1973,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.5,0.6,1200.0
85,1973,11,"Tamil Nadu","North Arcot / Vellore","Rice",269.0,500.3,1859.85
85,1973,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1974,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1974,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.6,0.5,833.33
85,1974,11,"Tamil Nadu","North Arcot / Vellore","Rice",233.4,403.6,1729.22
85,1974,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1975,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1975,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.6,0.6,1000.0
85,1975,11,"Tamil Nadu","North Arcot / Vellore","Rice",241.3,510.6,2116.04
85,1975,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1976,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1976,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.6,0.6,1000.0
85,1976,11,"Tamil Nadu","North Arcot / Vellore","Rice",275.8,571.7,2072.88
85,1976,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1977,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1977,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.4,0.6,1500.0
85,1977,11,"Tamil Nadu","North Arcot / Vellore","Rice",315.8,737.4,2335.02
85,1977,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1978,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1978,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.0,1.1,1100.0
85,1978,11,"Tamil Nadu","North Arcot / Vellore","Rice",294.8,642.5,2179.44
85,1978,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1979,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1979,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.0,1.4,1400.0
85,1979,11,"Tamil Nadu","North Arcot / Vellore","Rice",307.4,670.5,2181.2
85,1979,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1980,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1980,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.1,1.2,1090.91
85,1980,11,"Tamil Nadu","North Arcot / Vellore","Rice",135.8,250.4,1843.89
85,1980,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1981,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1981,11,"Tamil Nadu","North Arcot / Vellore","Maize",4.0,4.3,1075.0
85,1981,11,"Tamil Nadu","North Arcot / Vellore","Rice",173.0,408.0,2358.38
85,1981,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1982,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1982,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.7,1.8,2571.43
85,1982,11,"Tamil Nadu","North Arcot / Vellore","Rice",79.0,146.0,1848.1
85,1982,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1983,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1983,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.3,1.1,3666.67
85,1983,11,"Tamil Nadu","North Arcot / Vellore","Rice",246.1,555.6,2257.62
85,1983,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1984,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1984,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.4,0.7,1750.0
85,1984,11,"Tamil Nadu","North Arcot / Vellore","Rice",254.0,521.0,2051.18
85,1984,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1985,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1985,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.0,1.7,1700.0
85,1985,11,"Tamil Nadu","North Arcot / Vellore","Rice",255.1,621.1,2434.73
85,1985,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1986,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1986,11,"Tamil Nadu","North Arcot / Vellore","Maize",2.0,3.0,1500.0
85,1986,11,"Tamil Nadu","North Arcot / Vellore","Rice",147.0,397.0,2700.68
85,1986,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1987,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1987,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.0,2.0,2000.0
85,1987,11,"Tamil Nadu","North Arcot / Vellore","Rice",156.0,448.0,2871.79
85,1987,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1988,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1988,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.8,1.2,1500.0
85,1988,11,"Tamil Nadu","North Arcot / Vellore","Rice",143.8,427.4,2972.18
85,1988,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1989,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1989,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.7,1.2,1714.29
85,1989,11,"Tamil Nadu","North Arcot / Vellore","Rice",87.8,286.9,3267.65
85,1989,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1990,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1990,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.69,1.15,1666.67
85,1990,11,"Tamil Nadu","North Arcot / Vellore","Rice",87.89,265.39,3019.57
85,1990,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.03,0.01,333.33
85,1991,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1991,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.66,1.1,1666.67
85,1991,11,"Tamil Nadu","North Arcot / Vellore","Rice",177.34,550.09,3101.89
85,1991,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.03,0.01,333.33
85,1992,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1992,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.64,1.07,1671.88
85,1992,11,"Tamil Nadu","North Arcot / Vellore","Rice",140.43,319.42,2274.59
85,1992,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1993,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1993,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.0,1.0,0.0
85,1993,11,"Tamil Nadu","North Arcot / Vellore","Rice",168.0,442.0,2630.95
85,1993,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1994,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1994,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.65,0.98,1507.69
85,1994,11,"Tamil Nadu","North Arcot / Vellore","Rice",160.8,490.49,3050.31
85,1994,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1995,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1995,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.52,0.87,1673.08
85,1995,11,"Tamil Nadu","North Arcot / Vellore","Rice",161.97,431.41,2663.52
85,1995,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1996,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1996,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.3,0.5,1666.67
85,1996,11,"Tamil Nadu","North Arcot / Vellore","Rice",233.39,644.58,2761.82
85,1996,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1997,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1997,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.46,0.76,1652.17
85,1997,11,"Tamil Nadu","North Arcot / Vellore","Rice",213.83,642.59,3005.14
85,1997,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1998,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1998,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.14,1.9,1666.67
85,1998,11,"Tamil Nadu","North Arcot / Vellore","Rice",223.38,780.27,3493.02
85,1998,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,1999,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,1999,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.13,1.88,1663.72
85,1999,11,"Tamil Nadu","North Arcot / Vellore","Rice",147.26,520.19,3532.46
85,1999,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2000,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2000,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.12,1.86,1660.71
85,2000,11,"Tamil Nadu","North Arcot / Vellore","Rice",134.08,458.66,3420.79
85,2000,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2001,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2001,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.13,1.87,1654.87
85,2001,11,"Tamil Nadu","North Arcot / Vellore","Rice",182.8,605.09,3310.12
85,2001,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2002,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2002,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.83,1.37,1650.6
85,2002,11,"Tamil Nadu","North Arcot / Vellore","Rice",70.16,205.31,2926.31
85,2002,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2003,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2003,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.8,1.32,1650.0
85,2003,11,"Tamil Nadu","North Arcot / Vellore","Rice",101.63,306.62,3017.02
85,2003,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2004,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2004,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.33,2.21,1661.65
85,2004,11,"Tamil Nadu","North Arcot / Vellore","Rice",146.22,420.64,2876.76
85,2004,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2005,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2005,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.51,0.59,1156.86
85,2005,11,"Tamil Nadu","North Arcot / Vellore","Rice",200.9,560.98,2792.33
85,2005,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2006,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2006,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.56,2.26,4035.71
85,2006,11,"Tamil Nadu","North Arcot / Vellore","Rice",153.15,495.24,3233.69
85,2006,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.02,0.0,0.0
85,2007,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2007,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.83,2.82,3397.59
85,2007,11,"Tamil Nadu","North Arcot / Vellore","Rice",156.48,534.28,3414.37
85,2007,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.09,0.0,0.0
85,2008,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2008,11,"Tamil Nadu","North Arcot / Vellore","Maize",4.61,26.69,5789.59
85,2008,11,"Tamil Nadu","North Arcot / Vellore","Rice",149.31,489.81,3280.49
85,2008,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.01,0.0,0.0
85,2009,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2009,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.91,5.25,5769.23
85,2009,11,"Tamil Nadu","North Arcot / Vellore","Rice",144.95,460.81,3179.1
85,2009,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.03,0.0,0.0
85,2010,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2010,11,"Tamil Nadu","North Arcot / Vellore","Maize",0.57,2.43,4263.16
85,2010,11,"Tamil Nadu","North Arcot / Vellore","Rice",168.71,510.52,3026.02
85,2010,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2011,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2011,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.94,11.86,6113.4
85,2011,11,"Tamil Nadu","North Arcot / Vellore","Rice",101.93,453.75,4451.58
85,2011,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.02,0.0,0.0
85,2012,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2012,11,"Tamil Nadu","North Arcot / Vellore","Maize",1.72,5.7,3313.95
85,2012,11,"Tamil Nadu","North Arcot / Vellore","Rice",127.48,478.31,3752.04
85,2012,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2013,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2013,11,"Tamil Nadu","North Arcot / Vellore","Maize",7.17,39.75,5543.93
85,2013,11,"Tamil Nadu","North Arcot / Vellore","Rice",122.0,551.9,4523.77
85,2013,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2014,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2014,11,"Tamil Nadu","North Arcot / Vellore","Maize",7.05,55.54,7878.01
85,2014,11,"Tamil Nadu","North Arcot / Vellore","Rice",129.71,633.96,4887.52
85,2014,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2015,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2015,11,"Tamil Nadu","North Arcot / Vellore","Maize",5.52,39.33,7125.0
85,2015,11,"Tamil Nadu","North Arcot / Vellore","Rice",190.65,752.96,3949.44
85,2015,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2016,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2016,11,"Tamil Nadu","North Arcot / Vellore","Maize",4.74,18.75,3951.11
85,2016,11,"Tamil Nadu","North Arcot / Vellore","Rice",183.45,737.75,4021.55
85,2016,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
85,2017,11,"Tamil Nadu","North Arcot / Vellore","Barley",0.0,0.0,0.0
85,2017,11,"Tamil Nadu","North Arcot / Vellore","Maize",5.37,43.83,8166.57
85,2017,11,"Tamil Nadu","North Arcot / Vellore","Rice",216.65,959.42,4428.49
85,2017,11,"Tamil Nadu","North Arcot / Vellore","Wheat",0.0,0.0,0.0
86,1966,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1966,11,"Tamil Nadu","Salem","Maize",2.0,2.0,1000.0
86,1966,11,"Tamil Nadu","Salem","Rice",138.0,229.0,1659.42
86,1966,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1967,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1967,11,"Tamil Nadu","Salem","Maize",1.0,1.0,1000.0
86,1967,11,"Tamil Nadu","Salem","Rice",133.0,212.0,1593.98
86,1967,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1968,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1968,11,"Tamil Nadu","Salem","Maize",0.7,1.0,1428.57
86,1968,11,"Tamil Nadu","Salem","Rice",110.2,165.0,1497.28
86,1968,11,"Tamil Nadu","Salem","Wheat",0.2,0.0,0.0
86,1969,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1969,11,"Tamil Nadu","Salem","Maize",0.9,1.0,1111.11
86,1969,11,"Tamil Nadu","Salem","Rice",109.9,192.7,1753.41
86,1969,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1970,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1970,11,"Tamil Nadu","Salem","Maize",1.2,1.4,1166.67
86,1970,11,"Tamil Nadu","Salem","Rice",123.9,266.9,2154.16
86,1970,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1971,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1971,11,"Tamil Nadu","Salem","Maize",0.7,0.8,1142.86
86,1971,11,"Tamil Nadu","Salem","Rice",120.3,244.0,2028.26
86,1971,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1972,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1972,11,"Tamil Nadu","Salem","Maize",0.8,0.9,1125.0
86,1972,11,"Tamil Nadu","Salem","Rice",147.7,306.2,2073.12
86,1972,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1973,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1973,11,"Tamil Nadu","Salem","Maize",0.6,0.7,1166.67
86,1973,11,"Tamil Nadu","Salem","Rice",130.4,273.8,2099.69
86,1973,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1974,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1974,11,"Tamil Nadu","Salem","Maize",0.6,0.6,1000.0
86,1974,11,"Tamil Nadu","Salem","Rice",118.0,193.0,1635.59
86,1974,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1975,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1975,11,"Tamil Nadu","Salem","Maize",1.0,1.0,1000.0
86,1975,11,"Tamil Nadu","Salem","Rice",112.7,238.4,2115.35
86,1975,11,"Tamil Nadu","Salem","Wheat",0.3,0.1,333.33
86,1976,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1976,11,"Tamil Nadu","Salem","Maize",0.8,0.9,1125.0
86,1976,11,"Tamil Nadu","Salem","Rice",80.0,158.0,1975.0
86,1976,11,"Tamil Nadu","Salem","Wheat",0.2,0.0,0.0
86,1977,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1977,11,"Tamil Nadu","Salem","Maize",0.8,0.8,1000.0
86,1977,11,"Tamil Nadu","Salem","Rice",112.7,235.8,2092.28
86,1977,11,"Tamil Nadu","Salem","Wheat",0.2,0.1,500.0
86,1978,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1978,11,"Tamil Nadu","Salem","Maize",0.8,0.9,1125.0
86,1978,11,"Tamil Nadu","Salem","Rice",124.9,245.3,1963.97
86,1978,11,"Tamil Nadu","Salem","Wheat",0.2,0.1,500.0
86,1979,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1979,11,"Tamil Nadu","Salem","Maize",1.1,1.2,1090.91
86,1979,11,"Tamil Nadu","Salem","Rice",130.0,274.0,2107.69
86,1979,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1980,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1980,11,"Tamil Nadu","Salem","Maize",0.8,0.9,1125.0
86,1980,11,"Tamil Nadu","Salem","Rice",86.3,168.7,1954.81
86,1980,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1981,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1981,11,"Tamil Nadu","Salem","Maize",1.0,1.1,1100.0
86,1981,11,"Tamil Nadu","Salem","Rice",123.1,282.9,2298.13
86,1981,11,"Tamil Nadu","Salem","Wheat",0.2,0.1,500.0
86,1982,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1982,11,"Tamil Nadu","Salem","Maize",0.5,1.0,2000.0
86,1982,11,"Tamil Nadu","Salem","Rice",65.0,127.0,1953.85
86,1982,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1983,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1983,11,"Tamil Nadu","Salem","Maize",0.9,1.8,2000.0
86,1983,11,"Tamil Nadu","Salem","Rice",105.0,250.1,2381.9
86,1983,11,"Tamil Nadu","Salem","Wheat",0.1,0.1,1000.0
86,1984,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1984,11,"Tamil Nadu","Salem","Maize",1.7,2.8,1647.06
86,1984,11,"Tamil Nadu","Salem","Rice",85.0,202.0,2376.47
86,1984,11,"Tamil Nadu","Salem","Wheat",0.1,0.0,0.0
86,1985,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1985,11,"Tamil Nadu","Salem","Maize",2.5,4.0,1600.0
86,1985,11,"Tamil Nadu","Salem","Rice",73.9,208.0,2814.61
86,1985,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1986,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1986,11,"Tamil Nadu","Salem","Maize",2.0,3.0,1500.0
86,1986,11,"Tamil Nadu","Salem","Rice",99.0,310.0,3131.31
86,1986,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1987,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1987,11,"Tamil Nadu","Salem","Maize",2.0,3.0,1500.0
86,1987,11,"Tamil Nadu","Salem","Rice",99.0,334.0,3373.74
86,1987,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1988,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1988,11,"Tamil Nadu","Salem","Maize",2.2,3.7,1681.82
86,1988,11,"Tamil Nadu","Salem","Rice",100.0,329.9,3299.0
86,1988,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1989,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1989,11,"Tamil Nadu","Salem","Maize",2.0,3.3,1650.0
86,1989,11,"Tamil Nadu","Salem","Rice",101.8,326.2,3204.32
86,1989,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1990,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1990,11,"Tamil Nadu","Salem","Maize",1.74,2.79,1603.45
86,1990,11,"Tamil Nadu","Salem","Rice",60.31,197.22,3270.1
86,1990,11,"Tamil Nadu","Salem","Wheat",0.05,0.03,600.0
86,1991,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1991,11,"Tamil Nadu","Salem","Maize",1.68,2.74,1630.95
86,1991,11,"Tamil Nadu","Salem","Rice",144.42,474.36,3284.59
86,1991,11,"Tamil Nadu","Salem","Wheat",0.08,0.04,500.0
86,1992,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1992,11,"Tamil Nadu","Salem","Maize",2.38,4.0,1680.67
86,1992,11,"Tamil Nadu","Salem","Rice",104.16,310.95,2985.31
86,1992,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1993,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1993,11,"Tamil Nadu","Salem","Maize",3.0,4.0,1333.33
86,1993,11,"Tamil Nadu","Salem","Rice",131.0,416.0,3175.57
86,1993,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1994,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1994,11,"Tamil Nadu","Salem","Maize",3.18,5.16,1622.64
86,1994,11,"Tamil Nadu","Salem","Rice",118.98,423.84,3562.28
86,1994,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1995,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1995,11,"Tamil Nadu","Salem","Maize",3.14,5.52,1757.96
86,1995,11,"Tamil Nadu","Salem","Rice",113.71,405.4,3565.21
86,1995,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1996,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
86,1996,11,"Tamil Nadu","Salem","Maize",2.29,4.19,1829.69
86,1996,11,"Tamil Nadu","Salem","Rice",130.33,448.19,3438.89
86,1996,11,"Tamil Nadu","Salem","Wheat",0.0,0.0,0.0
86,1997,11,"Tamil Nadu","Salem","Barley",0.0,0.0,0.0
